datetime,compound,polarity,subjectivity
17/01/2022 13:00,0.140553157,0.070434168,0.341370089
17/01/2022 14:00,0.174714925,0.0766423,0.353039469
17/01/2022 15:00,0.158818329,0.062811387,0.323269094
17/01/2022 16:00,0.208515737,0.099170199,0.355730292
17/01/2022 17:00,0.152280388,0.062025866,0.344411678
17/01/2022 18:00,0.180687126,0.089616552,0.37095472
17/01/2022 19:00,0.170944793,0.077926001,0.343166975
17/01/2022 20:00,0.170604706,0.077702017,0.319400413
17/01/2022 21:00,0.171194982,0.086191357,0.34827699
17/01/2022 22:00,0.127372442,0.06945724,0.350777671
17/01/2022 23:00,0.16700995,0.072535174,0.341670928
18/01/2022 00:00,0.150134354,0.084148272,0.343690994
18/01/2022 01:00,0.139074141,0.082610435,0.35062644
18/01/2022 02:00,0.162595262,0.083499565,0.344009564
18/01/2022 03:00,0.187013619,0.076985882,0.330930681
18/01/2022 04:00,0.184368889,0.073346118,0.347754619
18/01/2022 05:00,0.183163333,0.097920108,0.377481669
18/01/2022 06:00,0.235194407,0.08159174,0.398603485
18/01/2022 07:00,0.198364951,0.092234086,0.353398142
18/01/2022 08:00,0.1606152,0.085220564,0.32283792
18/01/2022 09:00,0.170214082,0.071413483,0.333233624
18/01/2022 10:00,0.203263093,0.089173896,0.341776676
18/01/2022 11:00,0.170578821,0.065162846,0.367081976
18/01/2022 12:00,0.171466825,0.087344367,0.355816586
18/01/2022 13:00,0.164436828,0.078602199,0.319248582
18/01/2022 14:00,0.144059796,0.078523186,0.356752532
18/01/2022 15:00,0.157808923,0.073928195,0.348883121
18/01/2022 16:00,0.17045678,0.065889034,0.334921689
18/01/2022 17:00,0.199831374,0.089151436,0.357297928
18/01/2022 18:00,0.173704247,0.094500728,0.334184472
18/01/2022 19:00,0.168238153,0.085288631,0.359142087
18/01/2022 20:00,0.161480185,0.075165127,0.350724734
18/01/2022 21:00,0.167184442,0.08446848,0.36719454
18/01/2022 22:00,0.188635793,0.090453746,0.343528273
18/01/2022 23:00,0.175171798,0.067526201,0.354017272
19/01/2022 00:00,0.160604697,0.072129342,0.330429281
19/01/2022 01:00,0.160339696,0.070225867,0.362466937
19/01/2022 02:00,0.207540226,0.088745349,0.343103237
19/01/2022 03:00,0.168099822,0.070520887,0.336674572
19/01/2022 04:00,0.169551594,0.071173254,0.344533889
19/01/2022 05:00,0.180402282,0.104141652,0.352452262
19/01/2022 06:00,0.154140097,0.085769687,0.323649636
19/01/2022 07:00,0.130140938,0.078933098,0.345680659
19/01/2022 08:00,0.15906258,0.059661471,0.336214881
19/01/2022 09:00,0.143917143,0.056379584,0.341559729
19/01/2022 10:00,0.170341746,0.07433794,0.339339613
19/01/2022 11:00,0.185201097,0.096788544,0.362265957
19/01/2022 12:00,0.137151494,0.074287667,0.335531616
19/01/2022 13:00,0.157067778,0.075218541,0.335665807
19/01/2022 14:00,0.210096649,0.09496191,0.336320992
19/01/2022 15:00,0.166339615,0.064637905,0.344759148
19/01/2022 16:00,0.179750915,0.087528555,0.351759745
19/01/2022 17:00,0.180576133,0.077375184,0.346040505
19/01/2022 18:00,0.18204877,0.091623521,0.346609831
19/01/2022 19:00,0.193148856,0.083323339,0.359277138
19/01/2022 20:00,0.174371395,0.075317432,0.339014975
19/01/2022 21:00,0.186248394,0.085519463,0.347363404
19/01/2022 22:00,0.149184866,0.070440288,0.335280942
19/01/2022 23:00,0.153093245,0.071053506,0.313665898
20/01/2022 00:00,0.159697901,0.074960076,0.346364915
20/01/2022 01:00,0.179685502,0.069731356,0.350509223
20/01/2022 02:00,0.188945941,0.081800069,0.360806543
20/01/2022 03:00,0.188952135,0.08267911,0.347190092
20/01/2022 04:00,0.171195127,0.068126827,0.364922801
20/01/2022 05:00,0.150315711,0.066861966,0.336634965
